timestamp,package,cpu(%),memory(MB),fps,jank,stutter(%),gpu(%),battery.level,battery.voltage(mV),battery.temp(C),battery.current(mA),network.rx(KB/s),network.tx(KB/s)
1774582782230,com.bbk.launcher2,0.0,190.2,0,0,0.0,2.9,100,4394,25.1,0,0.0,0.0
1774582784475,com.bbk.launcher2,0.0,190.1,0,0,0.0,0.0,100,4394,25.1,0,2.4,0.1
1774582786741,com.bbk.launcher2,0.0,190.1,0,0,0.0,0.0,100,4394,25.1,0,2.2,0.3
1774582788997,com.bbk.launcher2,11.1,148.9,0,0,0.0,3.6,100,4394,25.1,0,45.9,15.0
1774582791192,com.bbk.launcher2,0.0,146.2,0,0,0.0,0.0,100,4394,25.1,0,0.0,0.0
1774582793811,com.bbk.launcher2,0.0,146.1,0,0,0.0,0.0,100,4394,25.1,0,1.9,1.7
1774582796240,com.bbk.launcher2,0.0,146.1,0,0,0.0,0.0,100,4394,25.1,0,1.0,0.1
1774582798622,com.bbk.launcher2,0.0,146.1,0,0,0.0,7.8,100,4394,25.1,0,266.3,19.0
1774582801056,com.bbk.launcher2,0.0,146.0,0,0,0.0,7.8,100,4394,25.1,0,5.4,1.5
1774582803506,com.bbk.launcher2,0.0,146.0,0,0,0.0,0.0,100,4394,25.1,0,14.4,3.2
1774582805937,com.bbk.launcher2,0.0,146.0,0,0,0.0,0.0,100,4394,25.1,0,0.1,0.1
1774582808379,com.bbk.launcher2,0.0,146.0,0,0,0.0,0.0,100,4394,25.1,0,0.0,0.0
1774582810971,com.bbk.launcher2,0.0,146.0,0,0,0.0,0.0,100,4394,25.1,0,0.6,0.0
1774582813410,com.bbk.launcher2,0.0,146.0,0,0,0.0,0.0,100,4394,25.1,0,0.3,0.0
1774582815888,com.bbk.launcher2,0.0,146.0,0,0,0.0,0.0,100,4394,25.1,0,1.9,0.0
1774582818339,com.bbk.launcher2,0.0,146.0,0,0,0.0,0.0,100,4394,25.1,0,0.2,0.0
1774582820802,com.bbk.launcher2,0.0,146.0,0,0,0.0,0.0,100,4394,25.1,0,0.1,0.0
1774582823155,com.bbk.launcher2,0.0,146.0,0,0,0.0,0.0,100,4394,25.1,0,0.7,0.1
1774582825585,com.bbk.launcher2,0.0,145.8,0,0,0.0,0.0,100,4425,25.5,0,0.3,0.0
1774582827973,com.bbk.launcher2,0.0,145.9,0,0,0.0,0.0,100,4425,25.5,0,3.3,2.0
1774582830147,com.bbk.launcher2,0.0,145.8,0,0,0.0,0.0,100,4425,25.5,0,0.1,0.0
1774582832320,com.bbk.launcher2,0.0,145.7,0,0,0.0,0.0,100,4425,25.5,0,0.4,0.8
1774582834546,com.bbk.launcher2,0.0,145.8,0,0,0.0,5.9,100,4425,25.5,0,7.9,6.4
1774582836840,com.bbk.launcher2,0.0,145.7,0,0,0.0,5.3,100,4425,25.5,0,3.3,3.7
1774582839139,com.bbk.launcher2,0.0,145.7,0,0,0.0,20.7,100,4425,25.5,0,12.2,3.3
1774582841302,com.bbk.launcher2,0.0,145.8,0,0,0.0,16.3,100,4425,25.5,0,4.8,1.8
1774582843393,com.bbk.launcher2,0.0,145.7,0,0,0.0,0.0,100,4425,25.5,0,1.4,0.5
1774582845614,com.bbk.launcher2,0.0,145.7,0,0,0.0,10.2,100,4425,25.5,0,3.0,0.4
1774582847795,com.bbk.launcher2,0.0,145.7,0,0,0.0,0.0,100,4423,25.7,0,0.2,0.1
1774582849933,com.bbk.launcher2,0.0,145.7,0,0,0.0,0.0,100,4423,25.7,0,0.0,0.0
1774582852098,com.bbk.launcher2,0.0,145.7,0,0,0.0,0.0,100,4423,25.7,0,2.3,1.0
1774582854274,com.bbk.launcher2,0.0,145.7,0,0,0.0,0.0,100,4423,25.7,0,0.1,0.0
1774582856415,com.bbk.launcher2,0.0,145.7,0,0,0.0,0.0,100,4423,25.7,0,0.0,0.0
1774582858625,com.bbk.launcher2,0.0,145.7,0,0,0.0,0.0,100,4423,25.7,0,0.0,0.0
