timestamp,package,cpu(%),memory(MB),fps,jank,stutter(%),gpu(%),battery.level,battery.voltage(mV),battery.temp(C),battery.current(mA),network.rx(KB/s),network.tx(KB/s)
1774579592101,com.spreadwin.tuyun,0.0,317.7,20,0,3.4,0.0,70,4195,32.3,0,0.0,0.0
1774579594758,com.spreadwin.tuyun,188.0,367.4,0,0,0.0,0.0,70,4195,32.3,0,0.0,0.0
1774579597132,com.spreadwin.tuyun,53.3,363.4,61,0,4.3,0.0,70,4195,32.3,0,0.0,0.0
1774579600026,com.spreadwin.tuyun,50.0,363.4,58,1,7.3,0.0,70,4195,32.3,0,0.0,0.0
1774579602521,com.spreadwin.tuyun,66.6,361.9,57,1,10.3,0.0,70,4195,32.3,0,0.0,0.0
1774579605177,com.spreadwin.tuyun,86.6,361.9,58,1,11.1,0.0,70,4195,32.3,0,0.0,0.0
1774579607975,com.spreadwin.tuyun,61.1,362.0,58,1,9.5,0.0,70,4195,32.3,0,0.0,0.0
1774579610846,com.spreadwin.tuyun,66.6,361.4,58,1,7.5,0.0,70,4195,32.3,0,0.0,0.0
1774579613405,com.spreadwin.tuyun,70.9,361.3,59,1,7.1,0.0,70,4157,32.0,0,0.0,0.0
1774579616077,com.spreadwin.tuyun,63.3,361.7,58,1,10.2,0.0,70,4180,32.0,0,0.0,0.0
1774579618762,com.spreadwin.tuyun,67.7,362.1,57,1,10.4,0.0,70,4180,32.0,0,0.0,0.0
1774579621391,com.spreadwin.tuyun,66.6,362.1,59,1,8.8,0.0,70,4180,32.0,0,0.0,0.0
1774579624101,com.spreadwin.tuyun,61.2,363.6,58,1,9.9,0.0,70,4180,32.0,0,0.0,0.0
1774579626782,com.spreadwin.tuyun,51.4,362.2,59,1,10.4,0.0,70,4180,32.0,0,0.0,0.0
1774579629537,com.spreadwin.tuyun,70.9,364.0,58,1,11.6,0.0,70,4180,32.0,0,0.0,0.0
1774579632199,com.spreadwin.tuyun,77.4,362.1,58,1,10.7,0.0,70,4180,32.0,0,0.0,0.0
1774579634833,com.spreadwin.tuyun,87.0,360.9,59,1,7.0,0.0,70,4180,32.0,0,0.0,0.0
1774579637473,com.spreadwin.tuyun,70.9,364.0,58,1,13.9,0.0,70,4180,32.0,0,0.0,0.0
1774579640144,com.spreadwin.tuyun,80.0,362.6,58,1,8.4,0.0,70,4180,32.0,0,0.0,0.0
