timestamp,package,cpu(%),memory(MB),fps,jank,stutter(%),gpu(%),battery.level,battery.voltage(mV),battery.temp(C),battery.current(mA),network.rx(KB/s),network.tx(KB/s)
1774581478138,com.spreadwin.tuyun,3.5,430.1,0,0,0.0,0.0,80,4268,32.7,0,0.0,0.0
1774581480404,com.spreadwin.tuyun,3.0,421.2,0,0,0.0,0.0,80,4268,32.7,0,0.0,0.0
1774581482981,com.spreadwin.tuyun,0.0,420.2,0,0,0.0,0.0,80,4268,32.7,0,0.0,0.0
1774581485244,com.spreadwin.tuyun,3.3,420.2,0,0,0.0,0.0,80,4268,32.7,0,0.0,0.0
1774581487607,com.spreadwin.tuyun,3.3,420.3,0,0,0.0,0.0,80,4268,32.7,0,0.0,0.0
1774581489932,com.spreadwin.tuyun,6.8,420.1,0,0,0.0,0.0,80,4268,32.7,0,0.0,0.0
1774581492714,com.spreadwin.tuyun,11.1,420.3,0,0,0.0,0.0,80,4268,32.7,0,0.0,0.0
1774581495014,com.spreadwin.tuyun,0.0,420.1,0,0,0.0,0.0,80,4257,32.7,0,0.0,0.0
1774581497301,com.spreadwin.tuyun,3.7,420.2,0,0,0.0,0.0,80,4257,32.7,0,0.0,0.0
1774581499586,com.spreadwin.tuyun,3.4,420.4,0,0,0.0,0.0,80,4257,32.7,0,0.0,0.0
1774581501905,com.spreadwin.tuyun,13.7,421.1,0,0,0.0,0.0,80,4257,32.7,0,0.0,0.0
1774581504618,com.spreadwin.tuyun,6.8,421.2,0,0,0.0,0.0,80,4257,32.7,0,0.0,0.0
1774581506956,com.spreadwin.tuyun,3.5,421.2,0,0,0.0,0.0,80,4257,32.7,0,0.0,0.0
1774581509248,com.spreadwin.tuyun,3.7,421.1,0,0,0.0,0.0,80,4257,32.7,0,0.0,0.0
1774581511653,com.spreadwin.tuyun,7.4,421.2,0,0,0.0,0.0,80,4257,32.7,0,0.0,0.0
1774581513954,com.spreadwin.tuyun,7.1,421.1,0,0,0.0,0.0,80,4257,32.7,0,0.0,0.0
1774581516631,com.spreadwin.tuyun,6.8,421.3,0,0,0.0,0.0,80,4257,32.7,0,0.0,0.0
1774581518905,com.spreadwin.tuyun,3.7,421.1,0,0,0.0,0.0,80,4257,32.7,0,0.0,0.0
1774581521220,com.spreadwin.tuyun,3.4,421.1,0,0,0.0,0.0,80,4257,32.7,0,0.0,0.0
1774581523658,com.spreadwin.tuyun,7.4,421.2,0,0,0.0,0.0,80,4257,32.7,0,0.0,0.0
1774581525896,com.spreadwin.tuyun,10.7,421.1,0,0,0.0,0.0,80,4257,32.7,0,0.0,0.0
1774581528638,com.spreadwin.tuyun,6.8,421.2,0,0,0.0,0.0,80,4257,32.7,0,0.0,0.0
