timestamp,package,cpu(%),memory(MB),fps,jank,stutter(%),gpu(%),battery.level,battery.voltage(mV),battery.temp(C),battery.current(mA),network.rx(KB/s),network.tx(KB/s)
1774497347843,com.spreadwin.tuyun,30.3,359.2,33,6,50.4,0.0,93,4389,28.9,0,0.0,0.0
1774497351316,com.spreadwin.tuyun,28.1,353.7,24,12,61.8,0.0,93,4389,28.9,0,0.0,0.0
1774497354219,com.spreadwin.tuyun,45.1,356.2,24,9,59.9,0.0,93,4389,28.9,0,0.0,0.0
1774497356946,com.spreadwin.tuyun,56.6,354.1,23,11,66.5,0.0,93,4389,28.9,0,0.0,0.0
1774497359955,com.spreadwin.tuyun,48.3,356.3,19,14,68.0,0.0,93,4389,28.9,0,0.0,0.0
1774497362557,com.spreadwin.tuyun,45.1,354.3,20,10,69.3,0.0,93,4389,28.9,0,0.0,0.0
1774497365357,com.spreadwin.tuyun,48.3,353.8,16,10,73.5,0.0,93,4389,28.9,0,0.0,0.0
1774497368255,com.spreadwin.tuyun,35.4,354.3,16,7,75.4,0.0,93,4389,28.9,0,0.0,0.0
1774497371218,com.spreadwin.tuyun,58.0,354.3,20,10,68.1,0.0,93,4389,28.9,0,0.0,0.0
1774497374217,com.spreadwin.tuyun,58.0,354.3,21,10,67.5,0.0,93,4389,28.9,0,0.0,0.0
1774497376996,com.spreadwin.tuyun,38.7,356.3,23,12,64.6,0.0,93,4389,28.9,0,0.0,0.0
1774497379852,com.spreadwin.tuyun,54.8,355.1,23,13,63.3,0.0,93,4389,28.9,0,0.0,0.0
1774497382689,com.spreadwin.tuyun,58.0,355.0,26,13,57.3,0.0,93,4415,28.9,0,0.0,0.0
1774497385613,com.spreadwin.tuyun,51.6,355.1,23,11,60.2,0.0,93,4415,28.9,0,0.0,0.0
1774497388444,com.spreadwin.tuyun,93.5,355.6,25,5,59.4,0.0,93,4415,28.9,0,0.0,0.0
1774497391295,com.spreadwin.tuyun,53.3,355.1,25,11,60.6,0.0,93,4415,28.9,0,0.0,0.0
1774497394032,com.spreadwin.tuyun,41.6,355.6,22,8,65.0,0.0,93,4415,28.9,0,0.0,0.0
1774497396832,com.spreadwin.tuyun,2.8,355.1,26,8,57.7,0.0,93,4415,28.9,0,0.0,0.0
1774497399803,com.spreadwin.tuyun,0.0,355.0,0,0,0.0,0.0,93,4415,28.9,0,0.0,0.0
1774497402648,com.spreadwin.tuyun,2.9,354.5,0,0,0.0,0.0,93,4414,28.9,0,0.0,0.0
1774497405447,com.spreadwin.tuyun,2.9,354.5,0,0,0.0,0.0,93,4414,28.9,0,0.0,0.0
1774497408628,com.spreadwin.tuyun,3.1,354.5,0,0,0.0,0.0,93,4414,28.9,0,0.0,0.0
