timestamp,package,cpu(%),memory(MB),fps,jank,stutter(%),gpu(%),battery.level,battery.voltage(mV),battery.temp(C),battery.current(mA),network.rx(KB/s),network.tx(KB/s)
1774580021153,com.spreadwin.tuyun,133.0,518.8,57,1,8.6,0.0,72,4181,32.3,0,0.0,0.0
1774580024453,com.spreadwin.tuyun,118.0,415.2,58,1,8.2,0.0,72,4181,32.3,0,0.0,0.0
1774580026959,com.spreadwin.tuyun,137.0,415.3,58,1,8.2,0.0,72,4181,32.3,0,0.0,0.0
1774580029615,com.spreadwin.tuyun,114.0,415.8,58,1,8.6,0.0,72,4181,32.3,0,0.0,0.0
1774580032150,com.spreadwin.tuyun,109.0,416.7,57,1,11.7,0.0,72,4181,32.3,0,0.0,0.0
1774580034881,com.spreadwin.tuyun,176.0,415.9,59,1,7.7,0.0,72,4181,32.3,0,0.0,0.0
1774580037513,com.spreadwin.tuyun,136.0,421.0,17,5,56.5,0.0,72,4181,32.3,0,0.0,0.0
1774580040046,com.spreadwin.tuyun,33.3,409.8,0,0,0.0,0.0,72,4181,32.3,0,0.0,0.0
1774580042616,com.spreadwin.tuyun,51.7,383.9,53,0,1.1,0.0,72,4146,32.5,0,0.0,0.0
1774580045332,com.spreadwin.tuyun,188.0,419.9,5,4,93.1,0.0,72,4146,32.5,0,0.0,0.0
1774580047865,com.spreadwin.tuyun,200.0,421.3,7,5,88.9,0.0,72,4157,32.5,0,0.0,0.0
